tªn thuéc tÝnh	Cã Ph¶I Lµ TiÒn Tè Hay Kh«ng	 Ngò  Hµnh Yªu Cçu 	Yªu Cçu CÊp §é	ID Thuéc TÝnh 	Tham Sè 1 Tèi ThiÓu	Tham Sè 1 Tèi ®a	Tham Sè 2 Tèi ThiÓu	Tham Sè 2 Tèi ®a	Tham Sè 3 Tèi thiÓu	Tham Sè 3 tèi ®a	HiÖu Qu¶ ThuyÕt Minh
Kh¸ng Háa ( D­¬ng )				230	65	65	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	70	70	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	75	75	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	80	80	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	85	85	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	90	90	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	95	95	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	100	100	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	105	105	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	110	110	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	115	115	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	120	120	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	25	25	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	30	30	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	35	35	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	40	40	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	45	45	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	50	50	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	55	55	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	60	60	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	65	65	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	70	70	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	75	75	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	80	80	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	85	85	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	90	90	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	95	95	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	100	100	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	105	105	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	110	110	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	115	115	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	120	120	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	25	25	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	30	30	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	35	35	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	40	40	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	45	45	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	50	50	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	55	55	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	60	60	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	65	65	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	70	70	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	75	75	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	80	80	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	85	85	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	90	90	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	95	95	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	100	100	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	105	105	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	110	110	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	115	115	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	120	120	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	200	200	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	280	280	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	360	360	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	440	440	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	520	520	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	600	600	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	680	680	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	760	760	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	840	840	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	920	920	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1000	1000	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1080	1080	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1160	1160	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1240	1240	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1320	1320	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1400	1400	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1480	1480	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1560	1560	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1640	1640	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1720	1720	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	200	200	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	280	280	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	360	360	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	440	440	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	520	520	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	600	600	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	680	680	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	760	760	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	840	840	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	920	920	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1000	1000	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1080	1080	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1160	1160	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1240	1240	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1320	1320	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1400	1400	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1480	1480	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1560	1560	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1640	1640	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1720	1720	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	10	10	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	12	12	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	14	14	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	16	16	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	18	18	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	20	20	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	22	22	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	24	24	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	26	26	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	28	28	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	30	30	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	32	32	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	34	34	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	36	36	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	38	38	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	40	40	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	42	42	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	44	44	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	46	46	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	48	48	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	10	10	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	15	15	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	20	20	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	25	25	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	30	30	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	35	35	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	40	40	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	45	45	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	50	50	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	55	55	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	60	60	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	65	65	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	70	70	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	75	75	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	80	80	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	85	85	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	90	90	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	95	95	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	100	100	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	105	105	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	13	13	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	21	21	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	29	29	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	39	39	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	51	51	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	64	64	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	81	81	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	101	101	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	126	126	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	158	158	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	201	201	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	261	261	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	351	351	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	351	351	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	351	351	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	351	351	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	351	351	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	351	351	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	351	351	-1	-1	0	0	0
Tèc ®é §¸nh Ngo¹i C«ng (D­¬ng)				239	351	351	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	13	13	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	21	21	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	29	29	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	39	39	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	51	51	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	64	64	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	81	81	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	101	101	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	126	126	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	158	158	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	201	201	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	261	261	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	351	351	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	351	351	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	351	351	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	351	351	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	351	351	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	351	351	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	351	351	-1	-1	0	0	0
Tèc ®é ®¸nh néi c«ng % (D­¬ng)				240	351	351	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	1	1	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	5	5	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	20	20	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	30	30	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	40	40	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	50	50	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	60	60	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	65	65	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	85	85	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	90	90	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	100	100	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	110	110	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	120	120	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	130	130	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	140	140	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	150	150	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	160	160	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	170	170	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	180	180	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	190	190	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	80	80	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	120	120	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	160	160	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	200	200	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	240	240	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	280	280	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	320	320	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	360	360	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	400	400	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	440	440	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	480	480	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	520	520	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	560	560	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	600	600	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	640	640	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	680	680	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	720	720	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	760	760	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	800	800	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	840	840	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	400	400	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	500	500	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	600	600	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	700	700	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	800	800	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	900	900	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	1000	1000	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	1100	1100	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	1200	1200	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	1300	1300	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	1400	1400	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	1500	1500	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	1600	1600	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	1700	1700	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	1800	1800	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	1900	1900	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	2000	2000	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	2100	2100	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	2200	2200	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	2300	2300	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	400	400	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	500	500	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	600	600	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	700	700	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	800	800	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	900	900	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1000	1000	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1100	1100	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1200	1200	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1300	1300	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1400	1400	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1500	1500	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1600	1600	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1700	1700	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1800	1800	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	1900	1900	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2000	2000	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2100	2100	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2200	2200	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	2300	2300	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	400	400	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	500	500	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	600	600	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	700	700	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	800	800	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	900	900	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	1000	1000	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	1100	1100	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	1200	1200	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	1300	1300	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	1400	1400	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	1500	1500	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	1600	1600	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	1700	1700	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	1800	1800	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	1900	1900	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	2000	2000	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	2100	2100	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	2200	2200	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	2300	2300	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	10	10	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	10	10	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	10	10	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	20	20	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	30	30	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	40	40	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	50	50	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	60	60	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	70	70	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	80	80	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	90	90	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	90	90	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	95	95	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	120	120	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	130	130	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	140	140	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	150	150	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	160	160	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	170	170	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	180	180	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	10	10	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	10	10	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	10	10	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	20	20	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	30	30	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	40	40	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	50	50	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	60	60	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	70	70	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	80	80	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	90	90	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	90	90	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	95	95	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	120	120	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	130	130	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	140	140	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	150	150	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	160	160	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	170	170	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	180	180	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	10	10	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	10	10	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	10	10	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	20	20	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	30	30	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	40	40	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	50	50	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	60	60	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	70	70	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	80	80	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	90	90	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	90	90	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	95	95	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	120	120	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	130	130	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	140	140	-1	-1	0	0	0
